序号,状态,优先级,模块,section,endpoint_id,metric_key,字段名,缺口类型,expected_source_keys,你提供的页面URL/截图/操作备注,证据备注,证据文件,gap_id
140,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,rank,?????,???-?????,"rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,141
141,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,room_nights,???,???-?????,"quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,142
142,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,tensity,???,???-?????,"tensityScore, tensity, Tensity, nowTensityDetail",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,144
143,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_features,price_band,????,???-?????,"price, priceInfo, priceBand",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,140
144,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_features,strategy,????,???-?????,"strategy, suggestion, imageList",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,143
145,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_features,user_type,????,???-?????,"userType, travelType",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,145
146,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,bad_review_tag,????,???-?????,"dingPingEntityList, tag",https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,149
147,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,comment_score_summary,?????,???-?????,"ctripRatingall, qunarRatingall, HotelRating, ratingall",https://ebooking.ctrip.com/datacenter/inland/businessreport/outline?microJump=true ; tab=??-?? ; https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,?????????????URL??????????(3)????????26???????258???????24???????6???????6??????9.30%??????25.00%??????100.00%?PSI?????4.97??????4.83?5?????93.02%??????4830??????????XHR?????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,150
148,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,ctrip_rating,????,???-?????,ctripRatingall,https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,151
149,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,hotel_collect,?????,???-?????,"hotelCollect, favoriteCount, collectCount",https://ebooking.ctrip.com/datacenter/inland/businessreport/outline?microJump=true ; tab=??-?? ; https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,?????????????URL??????????(3)????????26???????258???????24???????6???????6??????9.30%??????25.00%??????100.00%?PSI?????4.97??????4.83?5?????93.02%??????4830??????????XHR?????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,152
150,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,hotel_collect_rank,??????,???-?????,hotelCollectRank,https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,153
151,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,im_score,IM??,???-?????,imScore,https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,154
152,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,reply_rank,????,???-?????,"imScoreHtlrank, replyrate5mRank",https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,155
153,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,reply_rate,5?????,???-?????,"replyrate5m, replyRate, fiveMinuteReplyRate",https://ebooking.ctrip.com/datacenter/inland/businessreport/outline?microJump=true ; tab=??-?? ; https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,?????????????URL??????????(3)????????26???????258???????24???????6???????6??????9.30%??????25.00%??????100.00%?PSI?????4.97??????4.83?5?????93.02%??????4830??????????XHR?????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,156
154,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,service_score,?????,???-?????,serviceScore,https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,157
155,user_site_provided,已提供页面,PSI服务质量,quality_psi,psi_overview,service_score_rank,??????,???-?????,serviceScoreRank,https://ebooking.ctrip.com/toolcenter/psi/index?microJump=true,????????????????????2026-06-02?? PSI ???????? PSI????? 4.97???? 4.67/5.0???? +0.30/0.90???? -0.00????????????????????????????Network?? getHotelPsiV2?queryRewardScoreActivityList?queryPsiGrowthTaskList?queryHistPsiScoreList?getRecommendedCourseBy?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_quality_psi_20260602134500.json,158
156,user_site_provided,已提供页面,热点日历,market_calendar,hot_calendar,end_date,????,???-????????,endDate,https://ebooking.ctrip.com/ebkgrowth/datacenter/marketanalysis/marketheat?microJump=true,????????????????? 2026-06-02 ??????????? XHR??? URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/marketanalysis/marketheat?microJump=true?Request URL=https://ebooking.ctrip.com/restapi/soa2/24588/queryHotCalendarInfo?ResponseStatus.Ack=Success?otherDataList ?????hotSpotName=???startDate=2026-06-07?endDate=2026-06-09????????/API????????? XHR ?????????????,ctrip_section_trial_tiancheng_58_market_calendar_20260602134700.json,159
157,user_site_provided,已提供页面,热点日历,market_calendar,hot_calendar,hot_spot_name,????,???-????????,hotSpotName,https://ebooking.ctrip.com/ebkgrowth/datacenter/marketanalysis/marketheat?microJump=true,????????????????? 2026-06-02 ??????????? XHR??? URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/marketanalysis/marketheat?microJump=true?Request URL=https://ebooking.ctrip.com/restapi/soa2/24588/queryHotCalendarInfo?ResponseStatus.Ack=Success?otherDataList ?????hotSpotName=???startDate=2026-06-07?endDate=2026-06-09????????/API????????? XHR ?????????????,ctrip_section_trial_tiancheng_58_market_calendar_20260602134700.json,160
158,user_site_provided,已提供页面,热点日历,market_calendar,hot_calendar,start_date,????,???-????????,startDate,https://ebooking.ctrip.com/ebkgrowth/datacenter/marketanalysis/marketheat?microJump=true,????????????????? 2026-06-02 ??????????? XHR??? URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/marketanalysis/marketheat?microJump=true?Request URL=https://ebooking.ctrip.com/restapi/soa2/24588/queryHotCalendarInfo?ResponseStatus.Ack=Success?otherDataList ?????hotSpotName=???startDate=2026-06-07?endDate=2026-06-09????????/API????????? XHR ?????????????,ctrip_section_trial_tiancheng_58_market_calendar_20260602134700.json,161
159,user_site_provided,已提供页面,金字塔广告,ads_pyramid,ads_resource_yellow_bar,notice_title,????,???-???,"title, name, noticeTitle",https://ebooking.ctrip.com/toolcenter/cpc/dataReport ; https://ebooking.ctrip.com/toolcenter/cpc/comparison?microJump=true,???2026-06-02??????????????????????-?????????????????????????????????????????????????????????????????????????????Network?? queryCampaignSummaryReport?queryCampaignReportList?queryCpcClickLive?queryPyramidCpcDiagnosis?getCpcDiagnosticDetails?queryBasePremiumFilterList?queryPromotionKeywords?getDspAccounts?getEbkResourceYellowBar????????????????????????-????????????/????????7?/??30?????????????????????????????????ROAS ?????/????/???????Network?? queryPyramidCpcDiagnosis?getPeerComparisonInfoDetail?getHotelZoneName?getCpcDiagnosticDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_ads_pyramid_20260602134100.json,147
160,user_site_provided,已提供页面,金字塔广告,ads_pyramid,ads_resource_yellow_bar,target_url,??????,???-???,"targetUrl, url",https://ebooking.ctrip.com/toolcenter/cpc/dataReport ; https://ebooking.ctrip.com/toolcenter/cpc/comparison?microJump=true,???2026-06-02??????????????????????-?????????????????????????????????????????????????????????????????????????????Network?? queryCampaignSummaryReport?queryCampaignReportList?queryCpcClickLive?queryPyramidCpcDiagnosis?getCpcDiagnosticDetails?queryBasePremiumFilterList?queryPromotionKeywords?getDspAccounts?getEbkResourceYellowBar????????????????????????-????????????/????????7?/??30?????????????????????????????????ROAS ?????/????/???????Network?? queryPyramidCpcDiagnosis?getPeerComparisonInfoDetail?getHotelZoneName?getCpcDiagnosticDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_ads_pyramid_20260602134100.json,148
161,user_site_provided,已提供页面,金字塔广告,ads_pyramid,ads_summary_report,diagnosis_text,????,???-???,"diagnosis, suggestion, interpretation, tasktext",https://ebooking.ctrip.com/toolcenter/cpc/dataReport ; https://ebooking.ctrip.com/toolcenter/cpc/comparison?microJump=true,???2026-06-02??????????????????????-?????????????????????????????????????????????????????????????????????????????Network?? queryCampaignSummaryReport?queryCampaignReportList?queryCpcClickLive?queryPyramidCpcDiagnosis?getCpcDiagnosticDetails?queryBasePremiumFilterList?queryPromotionKeywords?getDspAccounts?getEbkResourceYellowBar????????????????????????-????????????/????????7?/??30?????????????????????????????????ROAS ?????/????/???????Network?? queryPyramidCpcDiagnosis?getPeerComparisonInfoDetail?getHotelZoneName?getCpcDiagnosticDetails?getEbkResourcePopups?,ctrip_section_trial_tiancheng_58_ads_pyramid_20260602134100.json,146
